item_id,prod_descr,prod_descr2,group_description,sale_price,final_price,cost,storage_cost,p*q,categoria
1936,HABITRAIL RETREAT KIT,Hogar-Transporte,Accesorios,42008.0,49990.0,38669,92,1671630,A
1829,ROYAL CAN FHN EXIGENT  1.5 KILOS,Adultos,Alimento,16563.0,19710.0,14896,37,1666220,A
1199,BRIT CARE ADULTO LARGE SALMON & POTATO 12 KG,Adultos,Alimento,52933.0,62990.0,42911,116,1662180,A
1289,NEXGARD X 3 TAB. 4 a 10k ,Ant. Ext.,Medicamentos,26042.0,30990.0,23504,57,1660120,A
662,BODY COBRE TALLA 2 ( 2 - 3 KG ),Higiene,Medicamentos,12184.9,14500.0,10313,27,1610700,A
294,FP ATLAS 20 / TRANSPORTADORA 58X37X32H CM,Hogar-Transporte,Accesorios,21067.0,25070.0,16769,46,1572290,A
802,PAWISE BOLSAS REPUESTO 8X20 COLORES,Higiene,Accesorios,5706.0,6790.0,4902,13,1526650,A
1099,"ZEUS BOZAL ALPHA ""L""",Paseo,Accesorios,21840.0,25990.0,18775,48,1500070,A
1004,YORKSHIRE TERRIER ADULTO  2.5KILO,Razas,Alimento,23235.0,27650.0,18538,51,1464960,A
2117,NANORMEN PERROS-GATOS 20ML PIRANTEL 5%,Ant. Ext.,Medicamentos,6915.966386554622,8230.0,5544,16,1452810,A
1706,BRIT CARE GF ADULT SALMON 1 KG,Adultos,Alimento,6882.0,8190.0,5606,16,1451060,A
1887,"FURMINATOR SHORT HAIR DESHEDDING TOOLS FOR DOG, MD",Grooming,Accesorios,32521.0,38700.0,28219,71,1423360,A
1963,MONGE MINI P&J CHICKEN DE 3 KG,Cachorros,Alimento,23521.0,27990.0,22300,52,1411790,A
1539,BRAVERY CHICKEN MINI PUPPY SMALL BREEDS 7 KG,Cachorros,Alimento,33605.0,39990.0,29998,74,1407180,A
1479,POWER ULTRA  21 - 40 KG,Ant. Ext.,Medicamentos,9546.0,11360.0,8274,21,1404090,A
1979,"RC GATOS CAST. W.CONTROL 1,5KILO",Weight Control,Alimento,22538.0,26820.0,21149,50,1398760,A
457,SANITARIO GATO CON PUERTA Y FILTRO/NETTA,Higiene,Accesorios,26748.0,31830.0,22601,59,1379450,A
1029,CATIT 2.0 FTE BEBEDERA FLOR MINI 1.5LT,Bebederos,Accesorios,35286.0,41990.0,29961,78,1377650,A
53,"MONGE KITTEN  CHICKEN DE 1,5 KG",Cachorros,Alimento,14277.0,16990.0,12026,32,1375610,A
2140,"ROYAL CANIN SENSIBLE 1,5KG",Adultos,Alimento,16563.0,19710.0,12877,37,1364970,A
2149,ROYAL CANIN FELINE ADULT STERILISED 1.5 KG,Adultos,Alimento,16563.0,19710.0,14167,37,1361940,A
775,LE SALON ESSENTIAL CEPILLO CARDA SMALL,Grooming,Accesorios,9235.0,10990.0,8242,21,1361890,A
1786,EUKANUBA ADULTO LARGE BREED 15 KG,Adultos,Alimento,69252.0,82410.0,58804,152,1355491,A
2208,BRAVERY IBERIAN PORK ADULT LARGE/MEDIUM BREEDS 4 KG,Adultos,Alimento,18403.0,21900.0,16945,41,1353200,A
948,BRAVERY SALMON MINI PUPPY SMALL BREED 2 KG,Cachorros,Alimento,15958.0,18990.0,13879,35,1346870,A
6,KIT SNAP FIV / FELV,Laboratorios,Medicamentos,13092.0,15580.0,10217,29,1324300,A
353,BRAVERY CHICKEN ADULT CAT 2 KG,Adultos,Alimento,14277.0,16990.0,13222,32,1317500,A
555,DOXIMICIN 100 MG. X 10 COMP.,Antibiotico,Medicamentos,9882.35294117647,11760.0,8859,22,1311720,A
1930,SHAMPOO FLT,Antialergico,Medicamentos,10420.16806722689,12400.0,8560,23,1311290,A
249,BAÑO SANITARIO GRANDE CON CUBIERTA GRIS,Higiene,Accesorios,36966.0,43990.0,29409,81,1283692,A
2232,AFP DOG SPARKLE CEPILLO DEDO/PASTA,Juguetes,Accesorios,12176.0,14490.0,10920,27,1244650,A
1859,BRAVERY SALMON PUPPY LARGE/MEDIUM BREED 4 KG,Cachorros,Alimento,22681.0,26990.0,21401,50,1236600,A
1871,"NUTRIENCE ORIGINAL CAT INDOOR 2,5KG",Adultos,Alimento,18227.0,21690.0,16439,40,1231220,A
1229,REVOLUTION PERRO 20-40 KG,Ant. Ext.,Medicamentos,24361.0,28990.0,21310,54,1230420,A
1334,MONGE MINI SEN CHICKEN 4X3 KG,Senior,Alimento,22681.0,26990.0,17726,50,1227550,A
1210,COLLAR ISABELINO 30 CM Nº(6),Higiene,Medicamentos,7891.0,9390.0,6666,18,1218320,A
422,ADIESTRADOR DE CACHORROS -500ML,Entrenamiento,Accesorios,12597.0,14990.0,9918,28,1217980,A
798,ALFOMBRILLA 30 UNID,Higiene,Accesorios,8395.0,9990.0,6987,19,1208790,A
2057,RC MINI ADULTO 8+ 1 KG,Adultos,Alimento,9941.0,11830.0,8860,22,1155420,A
1678,FELINE  K/D  LATA X 156GR,Latas medicadas,Alimento,6420.0,7640.0,5365,15,1153280,A
1235,ROYAL CAN. SHN MINI ADULTO 3 KGR.,Cachorros,Alimento,21454.0,25530.0,20038,47,1143920,A
973,NM ALFOMBRILLA TRAINING 50 UN,Higiene,Accesorios,12597.0,14990.0,11695,28,1139240,A
613,"PRO PLAN ADULT CAT 7,5KG AR",Adultos,Alimento,50807.0,60460.0,47605,111,1135330,A
1058,"MONGE ADULT CHICKEN DE 1,5 KG",Adultos,Alimento,14277.0,16990.0,11734,32,1116100,A
2211,ROYAL CAN. HYPOALLERGENIC CANINE 2 KG.,Medicados,Alimento,22958.0,27320.0,19396,51,1111120,A
94,ROYAL CAN POODLE PUPPY 3 KG,Razas,Alimento,28798.0,34270.0,27324,63,1109540,A
1876,"FURMINATOR LONG HAIR DESHEDDING TOOLS FOR DOG, SM",Grooming,Accesorios,29000.0,34510.0,24862,64,1106590,A
1415,DOGIT ALFOMBRILLA EDUCADORA  MEDIUM 50U,Higiene,Accesorios,17303.0,20590.0,15248,38,1105380,A
1153,POWER ULTRA 2 - 4 KG,Ant. Ext.,Medicamentos,6395.0,7610.0,5530,14,1103810,A
1389,BRAVERY SALMON MINI ADULT SMALL BREEDS 7 KG,Adultos,Alimento,37807.0,44990.0,35975,83,1086900,A
1873,EUKANUBA PUPPY LARGE BREED 15 KG,Cachorros,Alimento,65782.0,78280.0,60828,144,1085950,A
836,BRIT CARE DUCK ENDURANCE 3 KG,Adultos,Alimento,21000.0,24990.0,19967,46,1079000,A
2081,"BODY COBRE TALLA 3 ( 3- 4,5 KG )",Higiene,Medicamentos,12184.9,14500.0,10936,27,1073000,A
1428,ROYAL CANIN HAIRBALL CARE 1.5 KG,Adultos,Alimento,18126.0,21570.0,16923,40,1072030,A
830,PRO PLAN REDUCED CALORIE CAT 3KG AR,Adultos,Alimento,30563.0,36370.0,25525,67,1057100,A
2075,MIRACANIS PASTA ,Digestivo,Medicamentos,6336.0,7540.0,5841,14,1050180,A
906,BRIT CARE CAT GRAIN-FREE STERILIZED WEIGHT CONTROL 2 KG,Weight Control,Alimento,15118.0,17990.0,12936,34,1048970,A
1386,DRONTAL PLUS 35KG,Ant. Ext.,Medicamentos,11723.0,13950.0,9199,26,1047390,A
310,ROYAL CAN. HEPATIC CANINE 10 KG.,Medicados,Alimento,77252.0,91930.0,61209,169,1046320,A
347,ROYAL CAN. YORK. TERRIER JUNIOR 2.5 KGR.,Razas,Alimento,23235.0,27650.0,21366,51,1045520,A
1782,BRAVERY IBERIAN PORK MINI ADULT SMALL BREEDS 7 KG,Adultos,Alimento,32765.0,38990.0,25896,72,1045000,A
1406,PRO PLAN URINARY CAT 1KG AR,Adultos,Alimento,11294.0,13440.0,8943,25,1033560,A
91,LE SALON CEPILLO ALISADOR AUTOLIMPIANTE,Grooming,Accesorios,16798.0,19990.0,14733,37,1029490,A
1118,PRO PLAN ADULT CAT 7+ 3KG AR,Adultos,Alimento,28218.0,33580.0,25070,62,1027240,A
1016,DAILY STUFF CAMA NIDO ESTILO GARRA,Camas,Accesorios,25201.7,29990.0,22187,56,1019660,A
141,BRIT CARE CAT GRAIN-FREE INDOOR ANTI-STRESS 2 KG,Adultos,Alimento,15118.0,17990.0,13278,34,1017840,A
2066,AFP MIGHTY REX PELOTA DURABLE,Juguetes,Accesorios,6714.0,7990.0,5301,15,1007900,A
34,BRAVERY CHICKEN ADULT LARGE/MEDIUM BREEDS 4 KG,Adultos,Alimento,17639.0,20990.0,16419,39,1004400,A
28,BRAVERY IBERIAN PORK ADULT LARGE/MEDIUM BREEDS 12 KG,Adultos,Alimento,47891.0,56990.0,42664,105,998000,A
1834,"FURMINATOR LONG HAIR DESHEDDING TOOLS FOR CAT, MD/LG",Grooming,Accesorios,32521.0,38700.0,27563,71,990590,A
1524,AFP LAMB CUDDLE COUNTRY ANIMALS,Juguetes,Accesorios,9824.0,11690.0,8602,22,989390,A
64,DAILY STUFF TRANSPORTADORA ROUTE 2,Hogar-Transporte,Accesorios,21840.3,25990.0,18982,48,987620,A
107,APF MIGHTY REX HUESO CURVO,Juguetes,Accesorios,6714.0,7990.0,5621,15,985780,A
2065,RESPIG JARABE,Antibiotico,Medicamentos,8084.033613445378,9620.0,6960,18,978510,A
1630,FHN FIT 32 1.5kg,Adultos,Alimento,16563.0,19710.0,14156,37,962750,A
1931,LE SALON ESSE. CORTA UÐA ALICATE S/CAT,Grooming,Accesorios,7218.0,8590.0,5755,16,960420,A
2089,ROYAL CAN. VET CAT SENIOR S/O 1.5 KG.,Senior,Alimento,22538.0,26820.0,17784,50,958980,A
609,NEXGARD X 3 TAB. 25- 50K,Ant. Ext.,Medicamentos,36966.0,43990.0,29845,81,949510,A
55,TRAMADOL INY. DOSIS 0.5,Analgesico,Medicamentos,663.865546218487,790.0,528,2,948000,A
1680,SHAMPOO PETEVER,Antialergico,Medicamentos,10731.09243697479,12770.0,8752,24,939270,A
2221,EUKANUBA ADULTO MEDIUM 13.6 KG,Adultos,Alimento,57084.0,67930.0,48313,125,938880,A
1107,ROYAL CANIN BABY DOG MILK 400GR,Suplementos,Alimento,22613.0,26910.0,18671,50,936296,A
275,DRAGOXILO 220 MG  X 10 COMP.,Antibiotico,Medicamentos,11915.96638655462,14180.0,11303,27,933900,A
806,"PRO PLAN PUPPY MEDIUM BREED 7,5KG AR",Cachorros,Alimento,39412.0,46900.0,36072,87,925340,A
1753,REVOLUTION PLUS 0.25 ML (1.25 A 2.5 KG) X 1P,Ant. Ext.,Medicamentos,8748.0,10410.0,7596,20,921240,A
789,LE SALON ESSE CORTA UÐA ALICATE L/DOG,Grooming,Accesorios,10748.0,12790.0,8390,24,920380,A
943,MAMISTOP 100 GR. (GATO),Suplemento,Medicamentos,5252.100840336136,6250.0,4441,12,918640,A
519,EUKANUBA PUPPY MEDIUM BREED 15 KG,Cachorros,Alimento,65782.0,78280.0,51111,144,916530,A
504,"SIMPARICA 120 MG  X 3 TAB. 40,1 -60 KG",Ant. Ext.,Medicamentos,36034.0,42880.0,30786,79,909740,A
386,BRAVERY CHICKEN MINI ADULT SMALL BREEDS 7 KG,Adultos,Alimento,30244.0,35990.0,27993,67,908280,A
518,"LW. BOLA DE EJERCICIO CON BASE, MEDIANO",Enriquecimiento Ambiental,Accesorios,11756.0,13990.0,9287,26,891240,A
2145,CATIT 2.0 FUENTE BEBEDERA FLOR LED 3 LT,Bebederos,Accesorios,52092.0,61990.0,45666,114,881870,A
764,CORREA RETRACTIL,Paseo,Accesorios,10916.0,12990.0,9290,24,870330,A
1920,ADVANTIX 25-40 KG,Ant. Ext.,Medicamentos,12538.0,14920.0,10133,28,869330,A
2147,ZEUS BOZAL ALPHA  M ,Paseo,Accesorios,20160.0,23990.0,15889,45,864270,A
1525,BODY COBRE TALLA 0,Ropa,Medicamentos,11345.0,13500.0,9588,25,864000,A
616,PELOTA PARA PERROS,Juguetes,Accesorios,6714.0,7990.0,5797,15,862920,A
686,"FURMINATOR SHORT HAIR DESHEDDING TOOLS FOR DOG, SM",Grooming,Accesorios,29000.0,34510.0,23423,64,861590,A
562,ROYAL CAN  HIPOAL DIET CANINE 10 KILO,Medicados,Alimento,88134.0,104880.0,75092,193,852900,A
1466,BODY COBRE TALLA 6 ( 7 - 9 KG ),Higiene,Medicamentos,13445.4,16000.0,11226,30,848000,A
272,ROSTRUM OTICO X 15ML GOTAS,Antibiotico,Medicamentos,10352.94117647059,12320.0,9661,23,845080,A
1026,ARNES NACIONAL GRANDE A. DOCTOR,Paseo,Accesorios,6882.352941176469,8190.0,6107,16,843570,A
498,PREVICOX 57 MG X  10 COMP,Analgesico,Medicamentos,18714.28571428571,22270.0,15454,41,832130,A
1477,BRIT CARE CAT GRAIN-FREE KITTEN HEALTHY G&D 7 KG,Cachorros,Alimento,47050.0,55990.0,40062,103,831650,A
1999,DREAMWELL CAMA RECTANGULAR GRIS/BLANCO,Hogar-Transporte,Accesorios,33605.0,39990.0,28805,74,828760,A
1050,FELIWAY FRIENDS REPUESTO MAS DIFUSOR 48ML,Comportamiento,Medicamentos,30244.0,35990.0,23432,67,827770,A
1724,"MONGE STERILISED  CHICKEN DE 1,5 KG",Adultos,Alimento,15118.0,17990.0,13163,34,827460,A
2127,REPELENTE INTERIORES PERROS-300ML,Higiene,Accesorios,13437.0,15990.0,11136,30,822880,A
1267,LE SALON ESSE. CORTA UÐA ALICATE L/CAT,Grooming,Accesorios,8395.0,9990.0,7607,19,818230,A
1278,BRAVERY SALMON MINI PUPPY SMALL BREED 7 KG,Cachorros,Alimento,38647.0,45990.0,31107,85,816900,A
1040,"BODY COBRE TALLA 5 ( 5,5 - 7 KG )",Higiene,Medicamentos,13445.4,16000.0,11225,30,816000,A
1408,GEL OTICO PLUS X 11.5 GRS.,Otico,Medicamentos,14412.0,17150.0,11611,32,813510,A
334,"DIPRAMIDA 0,5% 20 ML ",Digestivo,Medicamentos,5453.781512605042,6490.0,4234,12,798270,A
1805,JAULA REFUGIO PEQ. ANIMALES GRANDE,Hogar-Transporte,Accesorios,64983.0,77330.0,59684,142,798000,A
1779,BRAVERY LAMB MINI ADULTO SMALL BREED 7 KG,Adultos,Alimento,36966.0,43990.0,32145,81,796100,A
1273,BRAVERY SALMON PUPPY LARGE/MEDIUM BREED 12 KG,Cachorros,Alimento,58815.0,69990.0,54458,129,792690,A
1193,"ROYAL CANIN FELINE HYPOALLERGENIC 1,5 KG",Medicados,Alimento,19319.0,22990.0,17925,43,792350,A
1308,MONGE MEDIUM P&J CHICKEN DE 12 KG,Cachorros,Alimento,49571.0,58990.0,42536,109,791780,A
881,LW TRANSPORTADORA PEQ. ANIMALES SALMON/G,Hogar-Transporte,Accesorios,19739.0,23490.0,15798,44,791750,A
2222,ROYAL CAN. HEPATIC CANINE 2 KG.,Medicados,Alimento,21958.0,26130.0,19458,48,774080,A
787,GUMI JUGUETE HILO DENTAL SEDA  S ,Juguetes,Accesorios,10076.0,11990.0,9551,22,773420,A
458,NEXGARD X 3 TAB.  2 a 4 k  ,Ant. Ext.,Medicamentos,22681.0,26990.0,18866,50,771920,A
746,MONGE MEDIUM P&J CHICKEN DE 3 KG,Cachorros,Alimento,23521.0,27990.0,19875,52,769540,A
999,BRAVERY LAMB ADULT LARGE/MEDIUM B. 12 KG,Adultos,Alimento,51252.0,60990.0,42601,112,768600,A
151,"MONGE INDOOR CHICKEN DE 1,5 KG",Adultos,Alimento,15118.0,17990.0,14080,34,768050,A
2230,ROYAL CAN FHN LIGHT 40 7.5 KILO,Weight Control,Alimento,69840.0,83110.0,66013,153,761490,A
962,BRIT CARE CAT GRAIN-FREE STERILIZED SENSITIVE 2 KG,Adultos,Alimento,15958.0,18990.0,15040,35,755880,A
2191,DOGIT ALFOMBRILLA EDUCADORA  MEDIUM 100U,Higiene,Accesorios,32765.0,38990.0,27540,72,755810,A
1518,ROYAL CANIN  FELINE HEPATIC 1.5KG,Medicados,Alimento,18664.0,22210.0,15129,41,755780,A
420,ROYAL CANIN ACTIVE 7+ 1.5KG,Senior,Alimento,13874.0,16510.0,12352,31,755440,A
516,EUKANUBA ADULTO SMALL BREED 6.8 KG,Adultos,Alimento,39580.0,47100.0,34172,87,754340,A
1017,"BODY COBRE TALLA 4 ( 4,5- 5,5 KG )",Higiene,Medicamentos,12184.9,14500.0,11465,27,754000,A
1162,AFP LAMB DOG CUDDLE CON NUDOS,Juguetes,Accesorios,12176.0,14490.0,10800,27,753800,A
740,NEPTRA SOLUCION OTICA,Otico,Medicamentos,33269.0,39590.0,27316,73,752210,A
211,PRO PLAN PUPPY MEDIUM BREED 1KG AR,Cachorros,Alimento,9143.0,10880.0,8428,20,750940,A
1663,AFP LITTE BUDDY COMFORTING GATOR,Juguetes,Accesorios,12261.0,14590.0,11347,27,748480,A
87,"BANDEJA SANIT. GATO L / BETTA, C/MARCO",Higiene,Accesorios,10798.0,12850.0,8817,24,746320,A
767,BRIT CARE CAT GRAIN-FREE SENIOR WEIGHT CONTROL 2 KG,Adultos,Alimento,15118.0,17990.0,12404,34,745710,A
367,DREAMWELL CAMA REDONDA GRIS/BLANCO 56CM,Hogar-Transporte,Accesorios,23521.0,27990.0,21725,52,738620,A
21,ROYAL CANIN KITTEN 4 KG,Cachorros,Alimento,36613.0,43570.0,31068,80,738060,A
1821,LE SALON CEPILLO GOMA C/MANGO CURVO,Grooming,Accesorios,5454.0,6490.0,4636,12,732840,A
1083,ARNES NACIONAL MEDIANO A. DOCTOR,Paseo,Accesorios,5537.81512605042,6590.0,4722,13,718310,A
930,BRAVERY LIGHT IBERIAN PORK MINI ADULT SMALL BREEDS 7 KG,Weight Control,Alimento,36403.0,43320.0,28170,80,718000,A
1899,BRAVERY LIGHT IBERIAN PORK ADULT LARGE/MEDIUM BREEDS 12 KG,Weight Control,Alimento,54613.0,64990.0,44701,120,714600,A
589,TEST LEUCEMIA INMUNODEF,Laboratorios,Medicamentos,12605.0,15000.0,10310,28,705000,A
890,STOMORGYL 10 X 10 COMP,Antibiotico,Medicamentos,22084.0336134454,26280.0,19043,49,697600,A
133,COLLAR GATO ELASTICADO A.DOCTOR,Paseo,Accesorios,3319.0,3950.0,2577,8,695760,A
832,PRO PLAN ADULTO OPTIHEALTH R/M 15 KG,Adultos,Alimento,41597.0,49500.0,33354,91,691000,A
69,ROYAL CANIN KITTEN STERELIZED POUCH 85 GR,Humedo,Alimento,1958.0,2330.0,1743,5,687410,A
1812,CATAPET CAMA CHIPORRO GDE. Nº3,Camas,Accesorios,22681.0,26990.0,19617,50,682490,A
1835,COLLAR GATO BRILLANTES A.DOCT.,Paseo,Accesorios,3319.0,3950.0,3021,8,674040,A
1602,PRO PLAN KITTEN POLLO POUCH 85,Humedo,Alimento,2193.0,2610.0,1873,5,671080,A
1877,STOMORGYL 2 X 10 COMP,Antibiotico,Medicamentos,11571.4285714286,13770.0,9401,26,663380,A
883,GUMI JUGUETE MASTICA/LIMPIA CONGELABLE-M,Juguetes,Accesorios,14277.0,16990.0,11435,32,658610,A
95,"MONGE URINARY  CHICKEN DE 1,5 KG",Adultos,Alimento,15118.0,17990.0,13853,34,649800,A
817,BRAVERY SALMON ADULT CAT STERILIZED 7 KG,Adultos,Alimento,42008.0,49990.0,34041,92,647500,A
1176,DAILY STUFF CAMA PELUCHE,Camas,Accesorios,19319.3,22990.0,15003,43,643720,A
2108,LW SET ARNES Y CORREA PEQ ANIMALES  M ,Paseo,Accesorios,9067.0,10790.0,8446,20,641870,A
1366,ROYAL CANIN MINI SCHNAUZER ADULTO 2.5 KILO,Razas,Alimento,23235.0,27650.0,19021,51,641780,A
1644,CRACUL X20 COMP. PERROS,Comportamiento,Medicamentos,7310.924369747901,8700.0,6720,16,640090,A
1471,GUMI JUGUETE MASTICA/LIMPIA CONGELABLE-S,Juguetes,Accesorios,10076.0,11990.0,8449,22,638490,A
2214,PROPLAN PUPPY OPTISTART COMPLETE 15 KG.,Cachorros,Alimento,42008.0,49990.0,39346,92,635870,A
2023,ROYAL CANIN MINI PUPPY  2 KG FR,Cachorros,Alimento,15957.9831932773,18990.0,12379,35,633840,A
829,PRO PLAN SENSITIVE CAT 3KG AR,Adultos,Alimento,30563.0,36370.0,23966,67,633380,A
374,PRO PLAN PERRO REDUCE CALOR. OPTILIFE 15 KILO,Adultos,Alimento,41092.0,48900.0,32863,90,630700,A
244,LE SALON EESENTIALS CEPILLO DE GOMA OVAL,Grooming,Accesorios,7975.0,9490.0,6587,18,630630,A
569,ADAPTIL COLLAR LARGUE HASTA 50KG  ,Comportamiento,Medicamentos,27891.0,33190.0,23710,61,630610,A
2267,BRAVERY SALMON ADULT CAT 7 KG,Adultos,Alimento,40328.0,47990.0,37657,89,629500,A
634,"NUTRIENCE GR.FREE CAT INDOOR 2,5KG",Adultos,Alimento,26714.0,31790.0,23360,59,622660,A
411,LE SALON ESSENTIALS CEPILLO COMBINADO SM,Grooming,Accesorios,9824.0,11690.0,8058,22,621980,A
26,REPELENTE EXTERIORES PERRO/GATO -500ML,Higiene,Accesorios,18479.0,21990.0,17135,41,617780,A
1745,"ROYAL CANIN HAIR SKIN CARE 1,5KG ",Adultos,Alimento,18126.0,21570.0,14882,40,615810,A
818,ADAPTIL COLLAR SMALL HASTA 10 KG  ,Comportamiento,Medicamentos,24613.0,29290.0,19590,54,615090,A
1947,ARNES NACIONAL EXTRA GRANDE A. DOCTOR,Paseo,Accesorios,8058.823529411759,9590.0,6677,18,613760,A
2224,MAMISTOP 125 GR (PERRO),Suplemento,Medicamentos,6747.899159663866,8030.0,6028,15,612450,A
1743,"DOGIT PAÐALES DESECHABLES, S (3.5 -7KG)",Higiene,Accesorios,9235.0,10990.0,8668,21,607140,A
946,KIT MAMADERA BEAPHAR 35ML,Bebederos,Accesorios,10370.0,12340.0,9007,23,604890,A
1185,DOG A DENT 100 GRS PASTA,Higiene,Medicamentos,8579.83193277311,10210.0,7474,19,601950,A
986,PARKA T/3 CATA PETS,Ropa,Accesorios,15874.0,18890.0,15078,35,600600,A
993,CLINDABONE,Antibiotico,Medicamentos,21840.33613445378,25990.0,19604,48,597770,A
980,AFP TRAVEL DOG ARNES SEGURIDAD M,Paseo,Accesorios,18479.0,21990.0,17065,41,595880,A
1123,BODY COBRE TALLA 1,Ropa,Medicamentos,11345.0,13500.0,9067,25,594000,A
176,CANINE K/D X  LATA X 370 GMS,Latas medicadas,Alimento,6462.0,7690.0,5492,15,588150,A
359,"SIMPARICA 5 MG  X 3 TAB. 1,3 - 2,5 K",Ant. Ext.,Medicamentos,16454.0,19580.0,13799,36,580230,A
514,ADULT INSTINCTIVE POUCH 85GR 12UN,Humedo,Alimento,1958.0,2330.0,1683,5,572980,A
1109,PRO PLAN ADULT CAT 1KG AR,Adultos,Alimento,11681.0,13900.0,9884,26,571030,A
182,BAYTRIL COMP.150,Antibiotico,Medicamentos,25303.0,30110.0,21258,56,569100,A
1956,CYTOPOINT 30 MG INY 20-30 K,Medicamentos,Medicamentos,40765.0,48510.0,37225,89,568380,A
233,ROYAL CANIN MINI PUPPY POUCH 85 GR,Humedo,Alimento,1958.0,2330.0,1579,5,567140,A
639,ZEEDOG PHANTOM ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,16218.5,19300.0,14251,36,559700,A
654,CATAPET CAMA CHIPORRO MED. Nº2,Camas,Accesorios,19319.0,22990.0,16851,43,558870,A
155,PS DENTAL SOLUTIONS STARTER KIT,Higiene,Accesorios,9235.0,10990.0,8034,21,555020,A
399,ZEEDOG PHANTOM ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,20084.0,23900.0,18046,44,549700,A
1692,ZEEDOG MAHALO ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,20084.0,23900.0,17742,44,549700,A
271,"ROYAL CANIN RENAL ADULTO FELINO 1,5KG",Medicados,Alimento,18950.0,22550.0,15028,42,546790,A
1370,PRO PLAN STERILIZED CAT 1KG AR,Adultos,Alimento,11294.0,13440.0,8756,25,545780,A
1244,ROYAL CANIN RENAL CANINE 1.5 KG,Adultos,Alimento,14941.0,17780.0,12589,33,544570,A
1402,ROYAL CAN. SHN MINI JUNIOR 3 KGR.,Cachorros,Alimento,24160.0,28750.0,22666,53,540560,A
495,"EUKANUBA ADULTO SMALL BREED 2,3 KG",Adultos,Alimento,16050.0,19100.0,12532,36,540080,A
1561,ROYAL CANIN BABY CAT INTINCTIVE  165GRX6UN,Humedo,Alimento,2134.0,2540.0,1754,5,537030,A
1962,CYTOPOINT 20 MG INY 10-20 K,Medicamentos,Medicamentos,33630.0,40020.0,26460,74,534910,A
2174,PARKA T/6 CATA PETS,Ropa,Accesorios,18395.0,21890.0,14470,41,533560,A
82,L.W. BEBEDERO HERMETICO 400 ML,Bebederos,Accesorios,7134.0,8490.0,5529,16,530750,A
1875,PLACA PET TAGS,Placas Identificacion,Accesorios,4950.0,5890.0,4485,11,530100,A
2025,PARKA T/4 CATA PETS,Ropa,Accesorios,16714.0,19890.0,13052,37,524700,A
428,KITTEN POUCH 85GR,Humedo,Alimento,1958.0,2330.0,1639,5,522818,A
719,PACK HAMSTER  ANIMAL CARE  N°1,Hogar-Transporte,Accesorios,45546.0,54200.0,42743,100,515810,A
835,"SIMPARICA 120 MG  X 1 TAB. 40,1 -60 KG",Ant. Ext.,Medicamentos,16454.0,19580.0,14173,36,515680,A
2030,RONAXAN 100 MG  X 10 COMP.,Antibiotico,Medicamentos,13949.57983193277,16600.0,10964,31,514600,A
1575,EUKANUBA PUPPY SMALL BREED 2  KG,Cachorros,Alimento,16101.0,19160.0,12520,36,514470,A
1885,CASA IGLOO MEDIUM (CUY),Hogar-Transporte,Accesorios,4866.0,5790.0,4590,11,513760,A
853,"ZEUS BOZAL ALPHA ""S""",Paseo,Accesorios,17639.0,20990.0,16085,39,511310,A
1528,BAYTICOL COLLAR 35CM,Ant. Ext.,Medicamentos,13437.0,15990.0,12354,30,505290,A
947,CATIT RASGUÐADOR  BANCA ,Enriquecimiento Ambiental,Accesorios,19319.0,22990.0,16154,43,502860,A
425,EXO TERRA PLACA CALEFACTORA 8 W,Enriquecimiento Ambiental,Accesorios,21000.0,24990.0,19561,46,501840,A
130,ROYAL CANIN MINI ADULTO POUCH 85 GR,Humedo,Alimento,1714.0,2040.0,1588,4,500080,A
534,FELINE C/D MULTICARE X LATA 156 GR,Latas medicadas,Alimento,6000.0,7140.0,5335,14,499350,A
1557,ZEUS ARNES FIG.H XL ROJO,Paseo,Accesorios,14950.0,17790.0,14010,33,498560,A
340,OCUBIOTIC,Ocular,Medicamentos,11756.0,13990.0,9502,26,497630,A
2276,OFLOXACINO 0.3 X 10 ML.,Ocular,Medicamentos,15966.38655462185,19000.0,13168,35,496120,A
487,AFP LAMB TRIPLETS MICE,Juguetes,Accesorios,7555.0,8990.0,6979,17,495190,A
1635,GASTROINTESTINAL CAT POUCH 85 GR,Humedo,Alimento,1597.0,1900.0,1274,4,494100,A
1025,URSOVET 60 ML,Digestivo,Medicamentos,8059.0,9590.0,7620,18,493270,A
1435,PAWISE HIPOPOTAMO CON TIRADOR,Juguetes,Accesorios,6714.0,7990.0,5432,15,487960,A
956,PARKA T/5 CATA PETS,Ropa,Accesorios,17555.0,20890.0,16121,39,486400,A
2160,TIMOTHY CARROT,Alfalfas,Accesorios,7975.0,9490.0,7120,18,483080,A
1693,LW BEBEDERO VIDRIO  ECO +  - 177 ML,Bebederos,Accesorios,7975.0,9490.0,6967,18,482440,A
1073,ZD ELLA ADJUSTABLE AIR MESH HARNESS LARGE,Paseo,Accesorios,24034.0,28600.0,22233,53,479600,A
1292,PACK HURON ACARE,Hogar-Transporte,Accesorios,55454.0,65990.0,45258,122,477930,A
2119,"NM URINEN DESTROYER PERRO - QUART, 946 ML",Higiene,Accesorios,11756.3025210084,13990.0,11048,26,474860,A
